,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec_x,Unnamed: 8_level_1,Opp,Opp_2,Tm_x,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,_x,key,Player,Tm_y,Cmp,Att,Att_2,Yds,Yds_2,Yds_3,TD,TD_2,TD_3,Int,Sk,Yds.1,Lng,Lng_2,Lng_3,Rate,Tgt,Rec_y,Fmb,FL,_y,Pos
19,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
19,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
20,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
21,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
22,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
23,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
24,1,Sun,September 6,4:00PM ET,boxscore,L,,,@,Tampa Bay Buccaneers,23.0,,14.0,17.0,181.0,268.0,120.0,140.0,61.0,128.0,3.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,2,Sun,September 13,8:00PM ET,boxscore,L,,,,Philadelphia Eagles,31.0,,14.0,21.0,239.0,365.0,185.0,235.0,54.0,130.0,1.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
